,f1,f2,f3,label
0,4.0629310607910165,1.892434239387512,0.5074254274368286,walking
1,4.2919535636901855,1.7811404466629028,1.3444952964782717,walking
2,4.359101295471191,1.8264557123184204,0.9688209891319276,walking
3,4.0878353118896475,1.8799986839294436,0.4669834077358246,walking
4,4.324462413787842,2.0724596977233887,0.4880646467208862,walking
5,4.364077091217041,1.7676914930343628,1.2999963760375977,walking
6,4.373908042907715,1.887959599494934,0.7690189480781555,walking
7,3.95849609375,1.70356285572052,0.5110414028167725,walking
8,4.244913578033446,1.9816819429397583,1.3087588548660278,walking
9,4.016990661621094,1.7340649366378784,0.1931668072938919,walking
10,4.3582491874694815,2.0338358879089355,0.5028252601623535,walking
11,4.126309394836427,2.1655409336090092,1.3788437843322754,walking
12,4.41847038269043,1.839860200881958,0.9729407429695128,walking
13,3.7483747005462646,2.0734224319458012,0.25448170304298395,walking
15,4.363125801086427,1.9368687868118288,0.9398277401924132,walking
16,3.8208940029144287,2.049377918243408,0.055376864969730384,walking
17,4.3554773330688485,1.9901506900787356,0.501697838306427,walking
18,4.292500972747804,2.0738532543182373,1.36650812625885,walking
19,4.443745136260986,1.882843017578125,0.9807919859886168,walking
20,4.039506435394287,1.908465385437012,0.4538170099258423,walking
22,4.442771911621094,1.9214894771575928,0.9722917079925536,walking
23,4.0300493240356445,1.924634337425232,0.4908458888530731,walking
24,4.43934965133667,1.7790948152542114,0.5815326571464539,walking
25,4.401064872741699,1.958730101585388,1.39270281791687,walking
26,4.033097267150879,1.9077460765838623,0.4499805271625519,walking
27,4.257812976837158,2.118816375732422,1.421759843826294,walking
28,4.321756839752196,2.016165971755981,0.9542430639266968,walking
29,3.815208196640015,1.9881162643432615,0.2273978888988495,walking
30,4.308668136596681,2.0415589809417725,0.5568785071372986,walking
31,4.175219058990479,2.1623518466949463,1.3521299362182615,walking
32,4.025538444519043,1.9191956520080569,0.5377328395843506,walking
33,4.1526947021484375,2.2164318561553955,1.3456181287765503,walking
34,4.327484130859375,1.9038004875183103,1.0139302015304563,walking
35,3.999123334884644,1.9111965894699097,0.5472050309181213,walking
36,4.488844394683838,1.8774183988571167,0.2986214160919189,walking
37,4.141219615936278,2.1810588836669917,1.3319170475006104,walking
38,4.310126304626465,1.9908361434936523,0.9690410494804382,walking
39,3.7943692207336426,1.942712903022766,0.19322599470615387,walking
40,4.130479812622069,2.1885557174682617,1.3609391450881958,walking
41,4.351978302001953,1.9333747625350952,0.9961614608764648,walking
42,4.035763740539552,1.8816325664520264,0.4977138340473175,walking
43,4.332226753234863,2.0054378509521484,0.4412223100662232,walking
44,4.197641372680663,2.1606395244598393,1.3580472469329834,walking
46,4.356683254241943,1.9181596040725708,1.0562540292739868,walking
47,4.0212435722351065,1.9098998308181765,0.5036612749099731,walking
48,4.2496066093444815,2.157458066940308,1.3465509414672852,walking
49,4.488511085510254,1.8238227367401123,1.0295464992523191,walking
50,3.8074049949646,2.0617172718048096,0.2273857146501541,walking
51,4.329990863800049,2.008127927780152,0.4537137448787689,walking
52,4.43226957321167,1.882292866706848,1.0407119989395142,walking
53,3.79454493522644,2.0012941360473637,0.3637138307094574,walking
54,4.491220474243164,1.6067250967025757,1.235031008720398,walking
55,4.397789478302002,1.9239206314086916,0.9532132744789124,walking
56,3.9612920284271236,1.7698349952697754,0.371803879737854,walking
57,4.542581558227539,1.6878437995910645,0.5046617984771729,walking
58,4.482728004455566,1.7306814193725586,1.3238235712051392,walking
59,4.38154935836792,1.9093608856201167,0.9821466207504272,walking
60,4.108309268951416,2.0165762901306152,0.4578547179698944,walking
61,4.332193374633788,1.7759320735931396,1.3697550296783447,walking
62,4.2771525382995605,1.970787048339844,0.9514465928077698,walking
63,4.014915943145752,1.8255854845047,0.2441438436508179,walking
64,4.548681735992432,1.7253979444503784,0.4954036772251129,walking
65,4.311849117279054,1.8116904497146609,1.3237354755401611,walking
66,4.232975482940674,1.9764504432678225,0.8889436721801758,walking
67,4.282313823699951,1.8122048377990725,1.2396167516708374,walking
68,4.144715309143066,1.938032865524292,0.9601329565048218,walking
69,3.9706199169158936,1.885386347770691,0.2678467929363251,walking
70,4.309680461883545,2.0497469902038574,0.4195092022418976,walking
71,4.2434911727905265,1.8112541437149048,1.2102545499801636,walking
72,4.177395820617677,1.9165822267532349,0.9360881447792052,walking
73,3.922207593917847,1.9651390314102173,0.2347482442855835,walking
74,4.202301979064941,1.805513978004456,1.1912132501602173,walking
75,4.106980800628662,1.9098222255706787,0.9110671281814576,walking
76,3.9697887897491455,1.8813362121582031,0.24922871589660645,walking
77,4.209462642669679,2.141072988510132,0.4304558038711548,walking
78,4.1860623359680185,1.84223210811615,1.1890835762023926,walking
79,4.08933687210083,1.861572861671448,0.8914951086044312,walking
80,3.895593643188477,1.967415452003479,0.33693480491638184,walking
81,4.155809402465819,1.4723038673400881,1.2093499898910522,walking
82,4.101933479309082,1.825102925300598,0.8365544080734253,walking
83,3.976018905639648,1.8089816570281985,0.14319922029972074,walking
84,2.7618422508239746,2.245226621627808,0.7042260766029358,lying down
